Gesture,Image Path,T0,T1,T2,T3,Thumb,I3,I2,I1,Index,M3,M2,M1,Middle,R3,R2,R1,Ring,L3,L2,L1,Little
cursor,hand_images\hand_746.png,"286,241","274,226","270,205","273,189","284,181","294,189","298,170","298,156","298,146","304,193","294,178","283,189","279,200","311,198","296,188","287,200","286,211","315,206","299,200","291,209","291,216"
cursor,hand_images\hand_747.png,"243,230","229,216","221,196","223,180","235,173","241,177","242,153","237,140","231,132","251,181","240,170","229,183","226,193","258,187","244,180","236,192","236,201","264,195","249,189","242,198","243,205"
cursor,hand_images\hand_748.png,"204,234","187,221","176,204","173,188","181,180","194,183","191,164","185,152","180,142","202,184","190,171","182,184","182,194","211,187","195,179","192,194","196,203","218,192","202,187","198,198","203,205"
cursor,hand_images\hand_749.png,"175,234","159,228","143,214","138,199","144,187","159,192","154,176","146,165","141,157","167,190","153,179","148,194","150,204","175,191","159,184","158,200","164,209","184,194","168,190","166,202","173,208"
cursor,hand_images\hand_750.png,"156,242","138,241","121,230","114,215","119,203","131,208","122,192","113,181","107,174","139,205","126,194","123,208","127,220","148,204","135,197","135,212","142,221","159,205","145,202","144,213","150,219"
cursor,hand_images\hand_751.png,"150,252","132,253","114,244","105,230","108,217","120,222","111,207","101,199","95,193","128,218","113,208","109,221","113,232","137,216","121,208","123,223","130,232","148,215","133,213","133,225","140,232"
cursor,hand_images\hand_752.png,"142,268","124,272","104,265","94,253","95,242","108,242","96,230","86,223","79,218","115,238","101,230","102,244","109,254","124,234","109,229","114,244","123,252","135,232","121,231","123,242","130,248"
cursor,hand_images\hand_753.png,"144,260","127,265","107,259","96,248","98,236","110,238","98,227","88,221","81,216","117,233","102,227","103,238","111,247","125,228","109,224","113,236","121,244","135,225","122,225","124,235","132,241"
cursor,hand_images\hand_754.png,"156,245","138,248","119,241","109,229","111,216","121,222","111,211","101,205","95,200","129,217","116,208","117,219","123,228","138,214","126,208","129,220","137,227","148,212","137,209","139,219","145,225"
cursor,hand_images\hand_755.png,"206,198","192,197","177,186","174,174","182,168","186,167","181,154","175,146","173,141","194,164","185,152","179,161","178,170","204,164","194,156","193,169","197,178","215,167","205,162","203,172","206,179"
cursor,hand_images\hand_756.png,"245,192","229,186","216,170","214,152","225,145","230,152","227,134","223,122","220,112","238,151","231,138","225,151","226,162","247,154","239,143","235,158","238,169","255,159","246,151","242,161","245,170"
cursor,hand_images\hand_757.png,"278,195","263,185","253,169","252,154","261,144","267,152","267,133","265,119","264,110","276,153","272,138","266,148","264,159","285,156","278,145","272,158","272,169","294,161","285,153","280,162","280,171"
cursor,hand_images\hand_758.png,"305,200","293,189","285,169","285,153","296,144","303,154","303,135","301,122","300,112","312,156","307,141","298,154","296,165","320,161","312,149","304,163","304,173","328,168","316,159","310,168","311,177"
cursor,hand_images\hand_759.png,"322,212","311,197","304,177","305,159","316,151","325,161","326,142","326,128","326,118","334,164","329,149","320,160","316,171","342,170","334,158","325,170","322,181","350,178","339,168","330,176","329,185"
cursor,hand_images\hand_760.png,"352,226","343,209","342,188","346,171","358,165","367,173","372,154","373,141","375,131","376,178","370,163","357,174","353,184","382,186","371,174","360,186","359,195","387,195","374,185","364,193","363,201"
cursor,hand_images\hand_761.png,"378,245","371,226","372,203","378,186","391,180","400,192","408,173","411,158","415,147","409,198","406,179","390,187","382,198","415,207","407,189","392,200","387,211","419,217","406,203","395,211","392,220"
cursor,hand_images\hand_762.png,"395,256","389,236","391,212","399,195","414,192","420,202","429,182","434,168","440,158","429,209","425,192","410,203","405,214","434,218","426,202","411,214","408,225","438,230","426,217","415,224","413,232"
cursor,hand_images\hand_763.png,"412,271","407,249","410,224","420,209","433,206","441,216","453,197","460,184","466,174","450,225","448,206","432,214","425,223","456,234","447,218","431,228","428,239","458,246","447,232","435,239","434,247"
cursor,hand_images\hand_764.png,"425,282","423,258","429,234","439,219","453,217","461,228","474,210","481,195","489,186","469,238","469,218","448,228","443,238","474,249","467,230","448,241","446,252","474,261","464,245","451,251","450,260"
cursor,hand_images\hand_765.png,"406,262","399,238","401,215","409,200","422,197","434,206","445,187","450,173","455,163","443,213","435,195","420,201","413,211","447,222","433,206","420,216","417,226","449,232","435,220","424,225","422,233"
cursor,hand_images\hand_766.png,"356,229","344,209","341,186","344,169","354,163","365,170","368,150","367,136","368,124","374,174","366,157","353,169","351,180","381,180","368,167","357,179","358,189","386,189","371,178","362,186","363,194"
cursor,hand_images\hand_767.png,"326,213","311,200","302,180","302,163","313,155","320,161","319,141","317,128","317,118","330,164","322,150","314,161","310,173","339,169","327,160","321,173","320,184","347,176","333,170","327,180","328,188"
cursor,hand_images\hand_768.png,"291,212","271,200","259,182","255,165","262,152","269,163","260,146","256,154","257,164","279,162","270,149","267,163","270,174","290,164","279,155","276,170","280,181","300,168","287,162","283,174","286,182"
cursor,hand_images\hand_769.png,"240,201","228,200","213,190","208,178","214,171","218,164","210,146","204,135","199,127","227,162","217,153","213,165","215,176","238,164","227,157","226,171","230,179","249,168","238,164","236,174","240,180"
cursor,hand_images\hand_770.png,"246,207","229,202","214,188","208,174","213,166","223,165","215,147","206,136","200,127","232,163","218,151","213,165","216,177","242,164","227,157","227,173","234,182","253,167","237,164","236,175","242,180"
cursor,hand_images\hand_771.png,"215,222","196,219","177,208","168,194","172,183","182,184","172,169","162,160","155,153","191,181","177,173","174,188","178,198","201,181","187,177","188,192","194,200","213,183","198,181","198,192","203,198"
cursor,hand_images\hand_772.png,"200,230","182,230","163,221","153,209","154,197","166,196","155,180","145,172","138,164","175,193","161,185","160,200","165,210","185,191","172,189","175,204","181,211","196,192","183,191","184,203","190,209"
cursor,hand_images\hand_773.png,"167,248","156,255","136,251","126,240","126,226","135,227","122,214","112,207","105,200","143,221","130,216","135,229","143,238","153,218","142,216","147,231","155,237","165,218","153,217","156,228","163,235"
cursor,hand_images\hand_774.png,"178,254","158,257","138,251","126,238","127,225","137,227","124,215","113,208","106,201","145,222","129,214","133,229","141,238","155,219","139,215","146,231","154,236","167,218","152,219","156,231","163,234"
cursor,hand_images\hand_775.png,"171,266","153,271","130,266","118,252","118,238","130,244","114,232","103,225","95,218","138,237","121,231","129,246","138,252","147,233","130,228","139,245","148,249","159,230","144,231","149,243","157,246"
cursor,hand_images\hand_776.png,"207,236","185,234","167,225","159,213","163,201","170,204","158,196","157,208","162,216","177,200","164,191","164,206","168,214","187,198","174,193","177,208","184,213","198,198","185,196","186,207","192,212"
cursor,hand_images\hand_777.png,"237,216","220,213","203,201","196,189","200,183","210,179","200,168","197,178","199,187","218,176","206,168","204,182","207,189","227,176","214,172","215,186","221,192","237,178","224,176","223,187","228,192"
cursor,hand_images\hand_778.png,"279,208","261,202","247,186","244,171","253,163","255,170","248,154","244,159","245,167","263,167","255,150","251,160","253,171","273,167","263,157","262,170","267,180","284,169","272,163","270,173","275,179"
cursor,hand_images\hand_779.png,"334,210","319,202","307,184","306,167","314,158","317,164","314,145","311,132","311,122","328,165","324,150","318,162","316,174","338,169","331,158","326,172","326,183","348,175","338,167","333,177","334,185"
cursor,hand_images\hand_780.png,"373,228","361,215","353,194","354,176","366,170","371,177","371,156","371,143","372,133","381,180","378,164","370,175","364,185","391,185","382,174","374,188","371,200","399,194","388,186","380,197","379,206"
cursor,hand_images\hand_781.png,"388,239","376,224","370,203","374,185","384,178","391,185","393,166","394,152","396,142","401,189","398,175","388,186","383,198","410,195","402,185","393,197","390,209","417,205","407,196","398,205","396,214"
cursor,hand_images\hand_782.png,"412,258","403,241","400,217","407,199","420,196","425,202","430,182","434,169","438,159","435,208","433,193","419,203","413,213","443,217","436,204","423,216","419,226","450,229","439,218","429,226","427,234"
cursor,hand_images\hand_783.png,"433,278","425,259","424,234","433,218","447,215","450,221","458,200","463,187","468,177","460,228","461,211","445,221","439,231","468,237","462,224","447,235","443,245","474,250","465,238","454,245","452,253"
cursor,hand_images\hand_784.png,"446,287","438,265","440,239","450,222","465,220","465,226","475,206","480,192","487,182","476,234","478,216","459,229","456,240","484,245","479,230","462,243","462,253","489,258","481,246","469,253","470,260"
cursor,hand_images\hand_785.png,"461,255","451,235","449,212","456,194","469,187","468,195","476,174","480,161","486,151","479,201","485,183","472,191","463,198","489,210","486,196","473,210","467,220","496,222","489,211","479,220","477,228"
cursor,hand_images\hand_786.png,"459,222","444,207","437,185","442,168","452,158","451,167","454,146","456,132","459,121","462,171","465,151","456,157","449,164","472,177","471,162","461,175","457,186","482,186","476,175","468,185","465,193"
cursor,hand_images\hand_787.png,"452,211","436,198","428,179","432,162","438,152","439,158","439,137","441,124","443,114","450,162","452,143","444,150","439,159","461,167","460,153","452,167","448,179","472,176","467,166","460,176","459,184"
cursor,hand_images\hand_788.png,"436,212","417,201","405,184","403,166","410,153","410,161","405,140","405,127","405,115","421,161","419,140","414,150","412,160","434,164","430,149","425,164","424,176","446,170","439,160","435,172","436,180"
cursor,hand_images\hand_789.png,"423,219","403,211","387,195","384,176","393,164","388,172","381,152","378,139","377,128","400,171","396,152","394,164","394,174","413,172","408,158","407,176","407,187","426,176","419,168","418,181","419,190"
cursor,hand_images\hand_790.png,"410,205","398,206","385,196","383,180","391,170","383,174","375,155","372,143","369,132","396,170","391,156","392,166","393,175","408,171","405,159","405,175","406,187","421,174","418,171","417,183","418,192"
cursor,hand_images\hand_791.png,"424,221","404,215","387,199","383,179","392,168","385,177","376,157","372,145","370,133","398,175","392,155","393,168","394,179","411,175","406,160","406,178","407,190","425,178","418,171","417,184","419,193"
cursor,hand_images\hand_792.png,"441,212","422,205","406,189","403,170","411,159","402,168","393,148","391,135","389,123","415,166","412,147","414,160","415,171","428,167","426,152","425,168","425,179","442,171","438,162","436,174","436,182"
cursor,hand_images\hand_793.png,"469,206","450,196","437,179","438,162","445,149","434,160","429,137","429,123","429,110","447,158","448,138","449,150","448,162","460,159","459,145","458,159","458,170","473,164","470,155","468,164","467,173"
cursor,hand_images\hand_794.png,"483,206","466,194","455,176","457,159","465,150","453,156","450,133","451,119","453,107","467,157","469,135","469,146","468,158","480,159","481,143","478,157","476,169","493,165","491,156","488,166","486,175"
cursor,hand_images\hand_795.png,"502,207","485,195","475,178","479,161","489,151","475,155","475,133","479,119","482,108","489,157","493,137","492,149","489,161","502,161","505,146","500,162","496,174","514,169","514,160","508,172","504,180"
cursor,hand_images\hand_796.png,"508,213","493,199","485,180","490,162","501,151","488,156","489,134","493,122","497,111","501,160","506,141","503,157","499,168","514,165","518,153","511,170","506,180","525,174","526,166","520,179","516,186"
cursor,hand_images\hand_797.png,"518,222","504,206","497,187","503,170","514,159","502,165","505,143","510,130","515,118","516,169","524,151","518,164","513,176","528,176","533,163","525,179","519,189","538,185","540,177","533,188","528,196"
cursor,hand_images\hand_798.png,"524,227","511,210","505,189","513,173","524,163","511,168","515,146","521,134","526,122","525,173","532,154","526,167","520,178","537,181","542,165","533,181","527,192","547,190","548,181","540,192","535,200"
cursor,hand_images\hand_799.png,"524,230","512,213","507,192","515,174","528,166","514,171","517,150","523,137","529,127","527,177","534,158","529,172","523,183","538,184","544,170","535,186","529,195","549,194","550,184","542,194","538,202"
cursor,hand_images\hand_800.png,"526,239","515,221","512,199","521,182","535,174","523,180","528,159","534,147","541,136","536,187","543,170","535,184","529,195","546,196","552,182","540,196","533,205","555,208","556,197","546,207","539,214"
cursor,hand_images\hand_801.png,"517,248","505,231","501,209","508,193","521,184","514,190","518,168","522,155","528,144","526,196","533,179","524,192","517,203","537,204","539,191","528,206","523,217","547,216","545,205","536,215","532,223"
cursor,hand_images\hand_802.png,"501,258","488,242","481,221","489,203","504,193","494,200","496,178","499,165","504,154","507,205","509,190","501,207","498,218","518,213","517,203","507,220","506,228","528,224","524,216","516,227","516,232"
cursor,hand_images\hand_803.png,"483,281","466,268","455,246","458,226","472,216","462,224","461,200","462,187","465,174","476,226","477,208","471,225","468,238","489,232","487,220","481,240","479,250","502,239","497,233","491,247","490,253"
cursor,hand_images\hand_804.png,"480,304","463,292","451,272","454,253","467,244","458,245","457,224","457,211","460,198","473,247","471,231","466,251","466,259","486,252","482,247","476,266","476,270","499,260","492,259","486,273","487,276"
cursor,hand_images\hand_805.png,"491,324","478,309","469,287","474,269","487,261","483,265","484,242","487,228","491,216","496,269","497,252","486,266","482,275","507,277","504,267","494,283","494,291","518,287","511,280","503,291","502,297"
cursor,hand_images\hand_806.png,"497,338","485,320","479,296","487,279","502,274","496,277","500,254","503,241","509,230","508,282","511,265","499,279","495,289","519,292","517,280","505,295","504,304","528,304","522,295","513,305","513,311"
cursor,hand_images\hand_807.png,"504,356","495,337","493,312","504,296","520,293","515,296","522,274","528,261","535,252","526,304","529,290","515,303","511,312","535,314","535,304","520,316","517,325","542,328","540,317","529,324","526,330"
cursor,hand_images\hand_808.png,"511,371","505,351","507,327","520,313","535,312","532,315","542,294","549,282","557,273","541,324","546,309","530,319","524,329","548,335","549,323","533,333","529,342","553,349","553,337","541,342","537,348"
cursor,hand_images\hand_809.png,"522,388","518,365","524,342","540,332","556,330","547,332","562,314","571,304","582,297","556,343","568,328","549,339","542,349","562,356","569,343","550,353","545,362","566,371","569,359","555,363","551,369"
cursor,hand_images\hand_810.png,"527,391","525,368","531,345","547,334","565,335","553,334","568,317","578,307","589,301","561,345","573,331","554,344","549,352","568,358","576,346","556,357","552,364","571,373","576,362","562,366","558,371"
cursor,hand_images\hand_811.png,"540,386","538,363","545,341","561,329","578,329","565,330","580,311","591,303","602,297","574,341","586,328","570,342","562,351","579,353","591,342","573,352","565,361","582,368","590,357","577,361","571,367"
cursor,hand_images\hand_812.png,"544,358","539,339","543,315","559,303","574,301","562,304","574,285","583,275","593,268","572,314","585,298","571,305","562,313","578,325","587,312","571,322","564,330","583,340","587,327","574,333","569,339"
cursor,hand_images\hand_813.png,"542,338","536,319","539,297","551,283","566,281","556,284","566,265","575,254","584,245","566,293","578,276","567,281","558,287","573,304","580,290","566,300","559,309","579,318","581,305","570,311","565,318"
cursor,hand_images\hand_814.png,"532,305","522,287","521,264","530,250","542,244","538,251","546,229","553,217","560,207","549,257","558,238","548,240","539,246","557,266","561,252","548,263","542,272","565,279","565,266","554,273","549,281"
cursor,hand_images\hand_815.png,"519,272","507,255","504,234","511,220","521,213","520,216","524,196","529,183","534,173","530,222","537,205","527,208","519,214","539,230","541,217","530,228","524,238","547,242","544,231","535,238","530,246"
cursor,hand_images\hand_816.png,"497,253","485,236","480,215","486,199","496,191","494,197","495,176","499,163","503,153","505,202","511,183","503,188","496,196","515,209","515,195","504,207","500,217","523,219","519,208","511,216","508,225"
cursor,hand_images\hand_817.png,"470,239","457,224","450,204","453,188","462,179","460,185","461,163","463,149","466,138","472,189","475,169","466,176","460,184","482,195","481,181","472,194","469,204","491,204","488,193","480,202","478,209"
cursor,hand_images\hand_818.png,"427,231","410,219","400,199","401,182","408,173","410,178","407,157","406,143","407,132","421,179","420,161","413,171","409,181","433,184","428,171","422,185","420,195","444,191","436,182","430,192","428,200"
cursor,hand_images\hand_819.png,"386,227","367,217","353,197","351,179","358,169","362,176","356,155","352,141","350,130","373,176","367,158","362,172","362,185","384,179","375,167","371,184","374,195","395,185","385,177","381,189","382,197"
cursor,hand_images\hand_820.png,"356,225","337,216","322,199","318,182","326,171","330,175","323,155","319,142","316,131","342,174","334,158","329,172","328,185","353,177","343,167","340,185","342,196","364,183","353,177","349,189","351,198"
cursor,hand_images\hand_821.png,"330,227","313,219","297,202","293,184","301,172","304,178","299,159","294,147","291,137","317,177","308,162","305,181","307,193","329,179","318,172","316,191","319,201","340,185","328,179","325,193","327,201"
cursor,hand_images\hand_822.png,"322,232","303,223","286,204","281,185","292,174","296,180","290,161","284,150","281,140","308,179","298,168","295,188","299,201","319,182","307,174","305,194","309,205","330,187","317,182","313,196","317,204"
cursor,hand_images\hand_823.png,"302,239","282,231","264,213","257,195","266,182","275,189","268,174","265,181","265,187","285,187","274,174","272,194","276,205","297,188","283,181","282,201","288,211","308,192","292,188","291,202","295,209"
cursor,hand_images\hand_824.png,"285,242","270,237","255,222","249,206","255,193","268,201","263,196","259,199","257,202","278,199","269,191","267,204","269,213","288,200","278,193","276,208","279,217","298,203","286,198","284,209","286,217"
cursor,hand_images\hand_825.png,"289,246","270,237","254,221","249,204","257,191","265,197","257,186","256,202","260,213","275,195","265,182","263,203","267,214","286,196","274,189","273,209","278,219","298,201","284,197","283,211","287,218"
cursor,hand_images\hand_826.png,"282,283","266,275","252,257","249,241","255,229","263,230","258,210","254,197","251,186","274,230","264,221","261,240","264,252","285,234","273,229","271,248","274,256","295,240","282,238","280,251","283,257"
cursor,hand_images\hand_827.png,"290,308","274,300","262,284","257,269","263,258","274,256","269,235","265,222","263,213","286,256","275,247","272,265","274,275","296,261","282,257","280,274","283,282","305,268","291,268","288,280","291,286"
cursor,hand_images\hand_828.png,"302,324","285,315","270,299","266,282","276,272","285,271","278,251","273,240","271,230","297,271","285,260","281,278","284,289","307,275","292,272","289,289","292,298","315,282","300,282","298,294","301,300"
cursor,hand_images\hand_829.png,"303,327","286,317","271,302","267,285","276,275","284,274","278,255","274,243","272,233","296,274","284,264","282,283","284,295","306,277","293,275","292,292","294,301","316,284","302,284","300,297","303,303"
cursor,hand_images\hand_830.png,"293,330","276,322","260,305","256,288","265,280","272,277","266,258","262,247","259,236","285,276","273,267","270,285","272,297","296,280","281,280","280,297","283,305","304,287","291,288","288,301","290,307"
cursor,hand_images\hand_831.png,"276,331","259,323","244,309","240,294","247,284","255,280","248,261","243,250","240,240","267,279","256,270","254,288","255,299","278,282","264,281","263,298","266,306","288,288","274,290","272,302","274,308"
cursor,hand_images\hand_832.png,"295,325","282,319","268,309","260,300","260,292","279,290","273,285","271,290","270,297","287,289","279,284","277,291","278,298","295,290","286,285","284,293","286,301","303,293","293,289","291,296","293,303"
cursor,hand_images\hand_833.png,"294,327","276,317","263,303","258,291","266,284","275,277","270,260","266,248","262,239","286,277","273,271","270,285","272,294","296,281","281,281","279,294","282,301","304,288","289,290","287,300","290,305"
cursor,hand_images\hand_834.png,"313,325","298,316","284,301","281,286","288,279","298,275","293,257","289,246","286,236","310,275","298,268","294,282","294,291","319,279","304,278","302,291","304,299","326,286","311,288","308,298","311,303"
cursor,hand_images\hand_835.png,"343,322","331,317","321,303","319,291","324,284","339,284","333,267","329,255","326,245","349,284","337,276","330,285","329,293","357,289","342,285","337,295","337,302","363,295","349,294","345,300","345,306"
cursor,hand_images\hand_836.png,"344,332","330,322","318,306","316,291","325,284","331,282","327,263","326,251","325,241","343,282","333,274","329,288","329,297","352,287","340,286","337,298","339,304","360,295","347,296","344,304","346,309"
cursor,hand_images\hand_837.png,"366,337","353,325","343,308","344,293","356,287","357,286","355,267","354,256","354,246","369,288","362,278","356,293","355,303","379,294","369,291","363,305","364,312","387,303","376,302","371,312","372,317"
cursor,hand_images\hand_838.png,"403,342","393,327","387,307","390,292","402,286","402,288","404,268","406,256","410,247","413,292","414,278","403,291","399,300","423,301","419,290","408,304","407,312","431,311","425,303","416,312","416,317"
cursor,hand_images\hand_839.png,"413,346","401,332","394,311","397,295","407,288","410,291","411,271","411,258","414,248","422,295","418,281","408,296","406,306","432,302","425,293","415,308","415,317","441,312","430,306","423,316","423,321"
cursor,hand_images\hand_840.png,"417,351","404,337","397,317","399,301","409,294","415,294","415,274","415,261","416,251","427,298","421,286","411,303","410,312","437,305","427,299","418,315","419,322","446,316","434,310","427,321","428,326"
cursor,hand_images\hand_841.png,"420,353","410,335","403,315","404,298","415,292","429,295","428,275","428,262","428,251","440,300","428,285","416,301","415,311","448,307","431,298","421,313","423,322","453,317","436,310","428,321","432,327"
cursor,hand_images\hand_842.png,"433,343","423,327","418,305","422,289","434,284","440,289","443,267","444,255","446,244","451,293","448,278","435,288","430,297","459,301","449,290","438,305","436,316","466,310","453,302","445,312","446,320"
cursor,hand_images\hand_843.png,"451,346","439,331","433,311","436,297","447,291","450,293","451,272","452,261","454,251","462,297","460,283","450,291","443,299","471,304","463,297","454,309","451,318","480,314","469,307","461,316","459,323"
cursor,hand_images\hand_844.png,"461,352","450,336","445,314","451,299","464,296","462,297","464,277","466,266","470,256","474,302","473,287","463,299","457,309","483,310","478,301","467,315","464,324","491,321","483,312","474,322","473,329"
cursor,hand_images\hand_845.png,"465,358","454,342","449,320","455,305","469,302","467,303","470,283","473,271","476,262","479,308","478,294","467,307","462,316","488,316","482,309","471,323","469,331","496,327","487,320","479,329","479,335"
cursor,hand_images\hand_846.png,"462,358","452,342","446,320","452,305","465,301","464,303","467,283","469,271","473,261","476,308","475,294","464,307","459,317","485,316","478,309","468,323","466,332","493,327","484,319","475,329","475,335"
cursor,hand_images\hand_847.png,"450,350","440,334","436,314","441,300","453,296","455,297","457,277","459,266","462,257","466,303","463,289","452,299","447,307","475,311","466,302","456,315","455,324","481,321","471,313","463,322","463,328"
cursor,hand_images\hand_848.png,"411,331","402,315","397,296","399,281","409,276","419,280","419,260","419,248","420,238","429,284","420,273","409,282","404,289","437,290","422,285","413,296","413,303","442,299","426,294","419,302","419,309"
cursor,hand_images\hand_849.png,"396,331","384,318","375,300","375,285","385,278","392,279","390,259","389,247","388,237","403,281","395,270","386,284","386,293","413,287","399,282","393,296","396,303","420,295","406,292","400,303","403,308"
cursor,hand_images\hand_850.png,"398,337","385,324","376,305","375,290","385,281","389,282","386,263","384,251","384,240","401,284","393,272","386,289","386,299","412,290","399,286","394,303","396,310","420,298","407,296","402,307","405,312"
cursor,hand_images\hand_851.png,"398,339","384,328","373,310","372,295","381,287","385,285","381,265","379,253","378,243","397,287","389,274","383,292","383,302","408,292","397,289","392,306","394,313","417,300","405,299","401,311","404,315"
cursor,hand_images\hand_852.png,"415,336","402,324","393,303","395,288","407,282","407,281","406,260","406,248","407,236","419,284","414,272","406,286","404,294","429,291","421,285","414,300","415,306","438,300","428,294","422,306","423,311"
cursor,hand_images\hand_853.png,"430,334","420,319","414,298","419,282","430,276","433,278","434,259","435,246","438,236","444,283","441,268","430,282","427,291","454,291","445,282","435,298","435,305","461,301","450,295","442,305","444,311"
cursor,hand_images\hand_854.png,"433,335","422,319","418,297","423,281","436,276","437,279","440,259","441,247","445,236","448,284","447,269","434,283","430,293","458,292","451,283","439,297","438,306","465,303","455,295","446,305","447,311"
cursor,hand_images\hand_855.png,"440,334","431,316","427,293","434,277","448,274","446,278","450,259","453,247","457,237","457,284","458,269","445,279","439,287","466,292","461,281","448,294","445,302","473,303","464,294","454,303","454,310"
cursor,hand_images\hand_856.png,"470,335","462,315","462,294","472,280","485,275","477,282","484,264","488,252","494,243","486,289","493,272","483,276","477,281","494,298","498,284","485,294","479,301","501,309","500,297","490,304","485,310"
cursor,hand_images\hand_857.png,"482,337","473,317","474,296","486,282","500,280","490,284","497,266","502,255","509,246","500,291","509,274","498,282","491,289","508,301","511,288","498,299","492,308","514,313","514,302","503,309","498,315"
cursor,hand_images\hand_858.png,"485,341","476,320","477,298","490,285","506,283","494,286","502,267","509,256","516,247","505,294","514,278","503,286","496,293","513,304","518,291","504,302","497,311","520,317","520,306","509,312","504,319"
cursor,hand_images\hand_859.png,"484,343","476,323","477,301","490,286","506,285","497,290","507,270","513,259","521,249","507,298","516,281","503,291","495,300","515,308","520,294","503,305","496,315","521,321","520,309","508,316","503,323"
cursor,hand_images\hand_860.png,"495,348","486,328","487,305","501,292","517,289","503,292","512,273","519,263","527,254","513,301","523,287","510,299","504,309","521,311","528,300","512,312","506,320","528,324","529,314","517,322","512,328"
cursor,hand_images\hand_861.png,"501,350","492,330","494,308","508,295","524,293","510,294","519,275","527,265","535,257","520,303","530,288","518,301","512,309","529,313","535,302","520,315","514,323","535,326","536,316","525,324","520,330"
cursor,hand_images\hand_862.png,"514,354","508,334","514,311","531,299","547,300","533,303","543,286","551,276","560,269","541,313","551,298","537,307","530,315","547,324","556,311","538,321","531,329","551,337","554,325","541,330","536,336"
cursor,hand_images\hand_863.png,"522,353","521,333","529,313","546,304","559,308","551,313","564,299","574,290","583,284","557,322","569,309","554,313","545,319","561,333","571,318","553,325","543,333","563,346","566,332","553,335","547,342"
cursor,hand_images\hand_864.png,"522,351","521,332","530,313","547,304","561,309","553,314","567,302","576,293","585,288","558,324","571,311","554,315","545,321","561,334","571,321","552,325","543,332","562,347","566,333","553,335","546,341"
cursor,hand_images\hand_865.png,"513,347","510,329","518,308","533,299","546,303","538,308","552,294","562,285","571,279","545,317","560,303","548,303","537,306","550,327","559,313","544,318","533,325","553,340","556,327","544,329","537,335"
cursor,hand_images\hand_866.png,"485,344","479,325","483,302","497,289","512,289","505,297","516,279","522,267","529,258","513,305","521,289","506,296","497,304","519,316","524,300","508,307","500,317","523,328","523,314","511,318","505,325"
cursor,hand_images\hand_867.png,"451,345","444,325","443,303","452,287","467,282","461,288","468,267","472,255","478,245","472,295","475,278","463,288","457,298","481,304","478,292","465,304","462,312","488,315","482,305","472,313","471,320"
cursor,hand_images\hand_868.png,"438,347","427,330","422,307","430,291","445,285","439,288","444,267","447,254","452,244","451,293","452,278","441,290","436,299","461,301","458,293","446,306","445,313","470,312","463,306","454,316","453,321"
cursor,hand_images\hand_869.png,"412,347","400,334","391,315","395,298","407,292","403,290","404,269","405,256","408,246","416,293","415,282","407,299","405,309","428,300","422,295","414,311","413,318","438,309","429,308","422,319","423,323"
cursor,hand_images\hand_870.png,"393,351","379,340","368,322","369,305","380,296","378,296","375,275","374,262","375,251","391,297","387,284","381,302","378,315","403,302","396,298","389,316","388,327","414,310","405,310","399,322","398,328"
cursor,hand_images\hand_871.png,"385,351","371,341","360,323","360,308","370,299","370,296","366,276","364,264","364,254","383,296","377,287","373,306","372,318","395,301","386,300","382,318","381,327","405,309","395,311","391,323","391,327"
cursor,hand_images\hand_872.png,"355,359","337,348","324,331","321,318","322,310","336,304","326,287","320,276","315,266","348,303","333,300","324,314","319,323","359,307","341,312","340,327","342,333","368,314","352,319","349,330","352,335"
cursor,hand_images\hand_873.png,"327,364","305,356","287,341","282,327","288,320","299,311","286,296","278,286","271,278","311,309","293,311","292,325","295,333","320,313","302,320","302,333","307,338","329,320","312,326","311,336","315,340"
cursor,hand_images\hand_874.png,"280,343","268,340","256,334","249,327","248,324","261,309","247,297","238,289","230,283","272,307","256,310","256,323","261,329","281,311","264,316","264,327","268,331","290,317","274,322","273,330","277,333"
cursor,hand_images\hand_875.png,"290,363","269,354","252,343","243,330","248,323","264,311","248,297","237,289","229,282","275,308","254,311","254,327","261,334","284,311","261,317","263,332","269,337","291,318","272,323","271,334","276,338"
cursor,hand_images\hand_876.png,"259,351","237,346","220,336","210,325","212,315","227,303","214,291","203,284","195,280","238,300","218,305","221,323","228,328","247,301","226,309","230,326","236,330","255,307","237,316","239,327","245,329"
cursor,hand_images\hand_877.png,"253,351","232,345","216,336","206,325","209,315","224,303","211,291","200,285","191,281","234,300","214,303","216,321","222,327","243,301","223,309","226,325","232,328","251,306","233,314","235,325","240,327"
cursor,hand_images\hand_878.png,"258,341","244,343","230,338","222,330","222,321","229,314","220,299","211,291","204,286","237,311","229,303","226,311","226,318","247,313","237,311","238,321","242,329","257,317","246,316","246,325","250,331"
cursor,hand_images\hand_879.png,"265,351","245,347","229,338","219,328","222,319","236,306","222,295","212,289","203,284","246,304","228,307","230,324","236,331","255,305","236,312","238,327","244,333","262,311","246,316","246,327","251,332"
cursor,hand_images\hand_880.png,"259,337","249,335","239,331","232,328","226,325","239,315","227,310","219,306","213,303","246,313","233,318","234,329","239,335","252,315","240,322","241,332","246,337","259,319","248,326","248,334","252,337"
cursor,hand_images\hand_881.png,"265,358","246,355","229,347","221,337","224,329","234,316","221,304","211,298","202,293","244,313","228,318","231,334","236,341","253,314","237,323","240,337","245,343","261,319","248,327","249,338","253,342"
