Gesture,Image Path,T0,T1,T2,T3,Thumb,I3,I2,I1,Index,M3,M2,M1,Middle,R3,R2,R1,Ring,L3,L2,L1,Little
courser,./1060.png,"418,403","393,392","369,368","357,344","367,327","380,311","369,282","361,261","355,243","404,309","388,295","381,331","380,354","427,317","409,314","400,348","397,368","447,334","429,332","416,356","410,373"
courser,./1061.png,"461,395","427,377","403,339","405,307","425,300","413,293","408,256","408,231","408,209","437,295","435,264","432,293","430,319","461,303","457,279","450,311","446,336","483,317","476,302","466,324","462,343"
courser,./1062.png,"471,394","453,392","433,372","431,349","444,332","438,334","435,303","434,281","434,263","458,333","456,309","455,333","454,351","478,339","476,320","470,347","465,365","496,350","492,339","483,358","475,373"
courser,./1063.png,"477,415","450,397","434,373","432,348","448,336","439,333","435,299","435,280","436,262","458,335","456,309","456,337","453,354","477,341","475,322","469,348","465,367","495,354","491,339","482,357","477,370"
courser,./1064.png,"446,358","432,352","421,332","423,313","435,303","428,308","426,287","428,273","429,260","442,309","443,289","440,307","437,320","455,314","455,300","449,319","444,331","467,323","465,314","458,327","452,336"
courser,./1065.png,"448,371","431,355","420,336","421,317","433,306","426,307","426,282","428,267","431,254","440,310","442,290","440,310","437,324","453,316","455,300","449,319","445,333","465,324","464,313","458,325","453,335"
courser,./1066.png,"455,341","441,328","434,307","441,291","451,280","441,283","444,261","449,248","454,237","454,287","460,270","455,286","451,299","466,294","470,280","463,298","458,309","476,302","477,292","470,303","466,311"
courser,./1067.png,"482,320","471,306","465,284","474,267","485,256","468,267","471,244","476,232","482,220","480,271","487,254","482,270","478,280","491,276","497,261","489,278","485,287","501,283","502,272","496,283","493,289"
courser,./1068.png,"502,321","491,307","489,286","497,270","506,261","492,269","496,248","501,236","506,226","504,273","512,255","509,267","504,278","514,279","522,265","514,278","509,287","523,287","526,276","520,285","515,292"
courser,./1069.png,"496,329","486,313","485,292","493,276","503,267","485,277","489,256","495,245","501,236","497,280","506,265","502,277","497,287","507,286","514,274","507,287","501,296","516,294","519,284","512,292","507,299"
courser,./1070.png,"473,321","463,305","459,284","465,268","475,260","461,269","464,248","468,237","473,226","472,273","477,256","472,268","467,278","482,278","488,265","480,279","474,289","490,286","493,276","486,285","480,293"
courser,./1071.png,"461,321","449,306","444,286","448,270","458,261","451,268","453,247","455,234","459,223","462,271","467,253","461,266","456,277","472,278","475,262","467,277","461,288","482,287","482,274","474,283","468,291"
courser,./1072.png,"466,316","453,302","447,283","450,266","461,257","454,265","454,244","457,231","459,220","464,268","467,250","462,264","458,275","475,273","476,258","469,272","464,283","484,281","483,269","475,278","470,286"
courser,./1073.png,"454,318","439,306","431,287","433,271","441,262","440,266","440,246","442,234","444,224","451,269","452,253","446,266","442,277","462,275","462,262","454,277","448,288","471,284","468,275","461,284","455,292"
courser,./1074.png,"435,312","421,300","412,282","411,265","419,255","421,262","420,242","419,229","420,219","432,264","430,246","423,259","419,271","442,268","438,255","430,269","426,280","451,276","445,267","437,276","433,284"
courser,./1075.png,"429,310","415,299","406,281","403,265","411,255","415,260","414,241","413,229","413,218","425,262","423,246","416,260","413,271","435,266","431,255","423,269","419,280","445,274","439,265","430,275","426,282"
courser,./1076.png,"419,307","404,296","395,277","393,262","399,252","404,257","401,238","400,226","399,215","414,258","409,244","403,257","400,269","425,261","418,251","411,266","408,277","435,268","427,261","419,270","415,279"
courser,./1077.png,"392,299","377,287","365,269","361,253","367,244","375,250","371,231","368,220","366,210","384,251","375,239","371,252","372,263","393,254","383,244","379,258","380,269","403,260","392,251","386,261","386,270"
courser,./1078.png,"363,291","348,281","338,264","333,250","337,238","347,243","343,223","339,211","336,200","357,244","349,232","344,246","344,258","367,247","357,237","351,252","351,263","376,254","366,247","359,257","357,266"
courser,./1079.png,"330,269","319,265","307,251","301,238","300,227","319,231","318,218","313,210","310,204","328,230","321,220","314,230","312,240","337,232","326,225","320,238","320,249","346,236","334,231","327,240","326,250"
courser,./1080.png,"335,275","320,265","308,249","302,236","301,225","317,224","310,205","305,193","302,183","327,225","315,213","311,227","310,240","337,228","323,222","318,237","317,248","347,234","332,231","326,242","325,251"
courser,./1081.png,"292,268","275,259","261,245","253,232","254,220","269,217","261,199","255,188","250,179","279,217","266,208","261,224","262,236","289,220","275,214","270,230","270,241","299,227","285,222","278,233","276,242"
courser,./1082.png,"273,250","254,242","239,227","233,212","236,199","246,202","239,185","233,175","229,166","257,202","247,189","244,205","244,216","267,204","257,195","252,212","252,223","279,208","266,203","261,215","261,224"
courser,./1083.png,"314,231","298,224","283,208","279,191","283,178","286,187","279,169","275,157","273,146","296,187","291,171","288,187","290,197","307,189","302,178","298,194","299,204","317,194","310,186","306,198","308,206"
courser,./1084.png,"394,224","381,215","373,199","374,184","380,174","374,180","373,161","374,148","376,138","385,182","388,165","387,176","384,188","395,186","397,173","394,187","391,197","405,192","405,182","402,192","399,200"
courser,./1085.png,"432,241","421,228","414,208","419,191","429,182","418,193","418,172","421,159","424,148","428,196","433,179","430,193","428,205","438,200","441,186","436,201","434,212","448,206","447,196","443,207","441,215"
courser,./1086.png,"472,256","460,241","455,222","460,205","469,193","460,203","462,183","465,170","470,159","472,207","477,187","473,200","469,212","482,212","487,196","480,211","475,222","491,220","493,208","487,217","482,226"
courser,./1087.png,"460,295","449,282","441,264","441,248","451,238","454,248","454,229","454,218","454,209","464,251","464,234","457,247","452,257","473,257","471,243","463,257","458,267","482,265","477,256","469,265","464,273"
courser,./1088.png,"453,313","442,301","436,283","434,267","442,256","448,268","448,252","446,242","445,233","458,271","458,252","451,262","446,272","467,277","462,265","453,278","449,289","475,285","467,275","460,285","457,294"
courser,./1089.png,"434,333","422,322","414,304","413,289","421,279","427,288","426,271","425,261","424,251","437,290","436,273","428,286","424,297","446,295","444,282","435,296","431,306","455,304","450,293","442,302","438,310"
courser,./1090.png,"439,336","428,324","421,306","419,290","427,280","432,288","432,272","431,262","431,253","443,291","441,276","435,290","431,301","453,297","449,285","441,300","438,310","462,305","456,296","449,307","446,314"
courser,./1091.png,"417,337","405,326","396,308","392,293","397,282","410,289","407,276","402,267","399,260","421,290","414,277","407,292","404,303","431,295","421,289","414,305","412,315","440,303","428,299","422,310","421,318"
courser,./1092.png,"409,337","398,328","387,310","382,296","386,285","400,291","396,279","391,271","387,265","411,292","403,279","397,293","395,305","421,296","411,289","404,304","402,315","430,304","419,298","413,309","411,318"
courser,./1093.png,"405,337","394,328","383,310","378,296","382,286","396,292","392,278","388,271","383,265","407,293","399,279","394,294","391,305","417,297","408,288","401,303","398,314","426,305","416,298","409,309","407,317"
courser,./1094.png,"363,328","348,316","339,302","333,290","329,279","353,280","340,268","331,261","323,255","362,281","344,275","338,288","338,299","369,285","350,282","344,296","345,305","376,292","359,291","352,301","353,308"
courser,./1095.png,"326,304","310,295","296,281","289,269","285,257","306,255","296,245","288,239","281,233","316,254","301,249","297,264","298,276","325,257","309,254","306,270","307,281","334,263","319,260","315,272","316,281"
courser,./1096.png,"305,283","289,276","274,263","266,251","264,239","283,238","272,227","263,220","256,214","292,237","278,230","275,244","275,257","302,238","287,234","284,250","285,261","312,242","297,240","293,251","293,260"
courser,./1097.png,"299,271","284,266","270,253","262,241","263,229","277,229","267,216","259,209","252,203","286,228","273,220","270,235","270,247","296,229","282,224","279,239","280,251","306,233","292,230","288,241","289,250"
courser,./1098.png,"304,257","289,252","275,238","269,225","273,214","284,215","275,201","268,193","261,186","293,214","281,206","279,221","280,233","304,216","291,210","288,226","289,237","315,220","301,216","297,228","298,237"
courser,./1099.png,"331,249","316,242","302,228","297,213","302,201","309,207","303,191","297,182","293,174","319,207","310,195","307,208","307,220","329,209","320,199","316,214","317,226","340,213","329,208","326,219","327,227"
courser,./1100.png,"375,225","363,224","352,211","352,196","358,187","356,194","354,178","353,167","352,157","366,194","366,182","364,192","362,202","376,196","377,186","373,199","371,209","385,201","385,195","382,204","380,212"
courser,./1101.png,"381,239","365,230","354,213","353,196","360,184","358,196","354,179","353,169","352,159","368,196","367,181","365,194","363,205","379,198","377,185","373,200","371,211","390,203","387,194","382,204","379,213"
courser,./1102.png,"410,237","395,228","384,211","386,194","394,184","390,194","387,177","386,166","387,156","400,195","400,179","397,193","396,204","411,199","410,186","406,201","404,212","421,204","418,195","414,205","412,214"
courser,./1103.png,"439,249","424,238","416,219","417,202","425,191","419,203","418,185","420,174","423,163","430,205","433,189","431,202","429,213","441,208","443,195","439,210","436,221","451,214","451,204","447,214","444,222"
courser,./1104.png,"459,246","447,235","439,216","442,199","450,188","444,200","444,181","447,170","451,159","455,202","459,185","457,197","454,207","466,206","469,192","464,206","460,217","477,212","477,201","472,211","468,219"
courser,./1105.png,"465,224","450,209","442,190","445,172","456,163","447,175","447,156","449,145","453,134","458,177","462,159","460,171","458,183","469,181","472,166","468,180","464,192","479,188","480,177","476,186","473,194"
courser,./1106.png,"436,201","420,189","410,170","412,150","422,140","416,153","414,134","414,122","416,112","426,154","429,138","426,153","424,164","436,158","438,146","433,162","430,172","446,164","446,154","441,164","438,172"
courser,./1107.png,"385,197","369,185","361,166","361,148","369,138","367,150","365,131","364,120","363,110","377,151","376,135","372,147","369,158","386,155","385,141","379,156","376,167","397,161","393,150","387,160","385,169"
courser,./1108.png,"363,195","347,184","337,167","336,150","345,141","346,150","346,131","345,119","344,109","355,152","353,136","349,148","347,158","365,155","361,142","356,155","353,166","374,161","370,150","365,159","363,168"
courser,./1109.png,"312,195","297,183","288,166","286,151","292,140","295,151","292,133","290,122","288,112","304,153","302,136","297,148","295,160","314,156","309,143","304,157","303,168","324,161","318,151","313,160","312,169"
courser,./1110.png,"240,188","227,185","215,170","212,154","221,145","230,150","227,133","224,121","221,112","240,151","233,141","225,151","222,162","249,156","241,146","233,159","230,170","259,163","251,155","244,165","241,174"
courser,./1111.png,"252,200","237,186","229,169","227,154","228,143","241,153","233,135","227,123","222,114","249,154","239,142","232,151","228,161","258,158","245,146","237,158","234,169","267,163","253,155","246,165","243,174"
courser,./1112.png,"215,206","200,195","188,178","184,161","192,150","203,158","199,139","194,127","190,117","212,159","204,146","196,159","194,171","222,163","212,152","204,166","203,178","232,169","221,161","214,171","212,180"
courser,./1113.png,"209,209","192,200","179,182","174,165","181,153","192,161","189,142","184,130","181,120","202,163","194,148","187,163","185,175","212,166","202,155","195,170","193,181","222,172","212,163","205,173","203,182"
courser,./1114.png,"206,216","191,207","177,190","171,174","178,162","189,170","185,151","180,140","176,130","199,170","190,157","184,172","183,184","209,174","198,164","192,179","191,190","219,179","208,172","202,182","200,191"
courser,./1115.png,"208,238","193,229","181,213","176,197","183,186","195,192","189,174","184,163","180,154","204,193","195,182","189,195","187,207","214,196","203,186","196,201","195,213","224,202","212,193","205,204","204,214"
courser,./1116.png,"217,279","203,270","190,253","186,239","193,229","206,229","199,213","194,202","189,194","217,230","204,221","198,236","196,249","227,234","212,228","206,243","204,255","236,241","222,235","214,246","212,256"
courser,./1117.png,"220,317","207,307","194,290","188,277","194,267","212,262","204,247","197,237","192,228","223,263","207,256","200,273","198,287","233,268","216,265","209,281","206,293","242,277","227,274","219,285","215,294"
courser,./1118.png,"216,348","199,337","184,321","176,307","182,297","200,292","191,275","184,267","177,259","213,291","195,287","189,306","188,320","224,295","205,293","199,311","197,324","233,303","218,302","212,312","211,322"
courser,./1119.png,"243,360","227,348","214,330","209,316","218,307","231,300","223,286","217,278","211,270","244,301","228,298","222,315","222,327","255,306","237,306","232,322","231,333","264,315","248,315","242,326","240,334"
courser,./1120.png,"279,370","263,359","250,341","247,325","257,316","262,311","259,294","255,285","252,276","276,311","265,306","261,324","260,336","288,316","275,317","271,333","269,344","298,324","286,324","280,336","277,344"
courser,./1121.png,"334,370","319,357","308,336","309,319","320,314","320,312","319,295","319,284","318,275","333,314","329,303","323,320","320,332","345,319","339,313","333,329","331,340","356,327","349,323","342,333","340,341"
courser,./1122.png,"362,361","348,348","339,330","341,313","350,305","347,308","347,289","348,279","349,269","359,310","358,297","353,313","350,325","370,315","368,306","362,323","358,334","381,322","377,317","371,327","367,335"
courser,./1123.png,"388,357","375,343","368,324","371,308","382,299","377,306","378,288","380,276","382,266","388,308","389,292","384,307","380,319","399,314","399,302","392,318","387,329","409,322","407,315","400,324","395,331"
courser,./1124.png,"387,357","374,343","367,324","371,308","382,299","377,305","378,288","379,276","381,267","388,308","389,292","384,307","380,320","399,313","399,302","392,317","387,329","409,322","406,314","399,324","394,332"
courser,./1125.png,"405,364","392,351","385,330","389,313","402,306","395,310","396,291","400,280","405,271","406,313","409,300","403,315","398,328","417,320","419,310","411,325","405,336","427,328","426,321","419,331","414,339"
courser,./1126.png,"453,369","443,354","440,333","450,318","461,310","448,314","455,294","463,284","471,276","460,320","469,306","463,321","456,332","470,327","478,316","469,331","462,341","479,337","483,328","475,337","470,344"
courser,./1127.png,"480,371","469,356","465,334","474,317","485,312","471,316","476,297","483,286","489,277","483,322","491,307","484,323","478,335","494,329","500,317","491,333","485,343","504,338","506,329","499,340","494,347"
courser,./1128.png,"512,391","500,374","497,352","503,336","514,329","505,337","508,317","513,306","518,296","516,342","522,327","515,340","509,351","527,349","531,337","522,352","516,363","537,359","539,349","530,357","524,365"
courser,./1129.png,"538,391","528,375","525,355","533,340","545,331","534,336","539,317","545,306","552,297","546,342","555,327","547,341","540,352","557,350","563,339","552,353","545,363","565,360","568,350","559,360","553,367"
courser,./1130.png,"541,382","531,366","528,344","537,329","549,321","538,328","543,308","548,298","555,288","549,334","558,318","550,332","544,343","559,341","566,329","555,344","549,354","568,351","571,341","562,349","557,357"
courser,./1131.png,"554,360","541,345","537,323","543,307","554,299","546,306","549,285","553,274","558,264","557,310","564,294","558,307","553,319","568,318","573,305","565,319","558,329","578,327","579,317","572,326","566,334"
courser,./1132.png,"544,339","532,324","525,304","530,286","542,278","534,286","536,265","539,254","544,243","546,290","551,273","546,287","541,299","557,297","560,284","553,299","547,310","567,306","568,295","560,304","555,313"
courser,./1133.png,"507,293","495,279","487,258","490,241","500,233","493,242","494,222","497,211","501,201","504,245","508,230","504,243","500,255","515,251","518,238","512,253","507,263","525,258","525,248","520,258","516,265"
courser,./1134.png,"483,267","468,254","461,233","464,216","472,205","469,215","469,196","471,184","474,174","480,218","483,200","478,212","474,224","491,224","492,210","485,224","480,235","501,232","500,220","493,229","488,238"
courser,./1135.png,"452,253","437,240","428,221","431,203","440,192","436,203","435,183","436,170","438,160","446,205","447,188","442,201","438,213","457,209","457,195","450,210","446,221","468,217","465,206","459,215","454,224"
courser,./1136.png,"421,235","405,224","395,204","397,186","407,177","404,187","403,167","403,154","404,144","414,189","414,172","410,185","406,197","425,193","423,180","417,194","413,206","435,200","432,190","425,199","422,208"
courser,./1137.png,"385,226","370,215","361,196","361,178","367,167","369,177","367,157","367,145","367,135","379,179","377,163","372,176","369,187","389,183","386,170","379,185","376,196","400,189","394,180","388,190","385,198"
courser,./1138.png,"358,204","342,193","331,175","328,158","335,146","338,157","336,137","335,125","334,115","348,157","346,141","342,154","339,166","358,161","355,147","349,162","346,173","369,166","364,156","358,165","355,174"
courser,./1139.png,"334,188","322,184","311,169","308,155","312,144","320,153","317,137","314,124","313,115","330,152","326,135","321,145","319,157","341,154","334,141","329,155","327,167","351,159","344,150","337,160","334,170"
courser,./1140.png,"340,196","324,187","312,170","308,154","311,142","319,151","316,132","313,120","312,110","329,151","324,134","320,147","318,159","339,154","334,140","329,155","327,167","350,159","343,149","337,160","334,169"
courser,./1141.png,"316,197","300,188","288,171","283,156","288,143","296,153","291,133","287,121","283,111","306,153","300,137","296,150","294,163","316,156","308,144","304,159","303,170","326,161","318,152","312,162","310,171"
courser,./1142.png,"281,200","263,193","247,176","243,159","248,145","254,155","248,138","243,127","239,117","265,155","257,141","255,154","255,168","276,156","267,146","264,162","264,174","288,160","277,154","272,165","271,175"
courser,./1143.png,"228,208","210,201","196,185","191,168","196,155","205,163","197,143","191,130","187,119","215,163","207,149","202,163","202,176","226,165","216,155","212,170","211,182","237,170","227,163","221,174","220,183"
courser,./1144.png,"199,217","181,206","167,189","162,172","170,160","181,167","177,146","172,133","169,123","192,168","182,154","175,167","172,179","202,171","190,160","183,175","181,187","213,176","200,168","192,179","190,189"
courser,./1145.png,"175,227","160,215","148,196","143,180","151,168","167,173","164,152","160,138","157,127","177,175","164,164","155,179","151,193","187,179","171,170","162,186","158,199","196,186","181,179","171,189","168,199"
courser,./1146.png,"166,243","149,229","137,210","131,193","139,182","159,187","157,165","153,152","149,140","170,189","155,176","144,191","140,205","178,193","161,183","151,198","147,212","186,200","169,192","159,203","155,214"
courser,./1147.png,"162,260","146,247","133,228","127,212","135,200","156,203","152,181","148,167","143,157","167,204","150,194","139,210","135,223","176,209","157,200","146,216","143,230","185,217","165,210","155,221","152,232"
courser,./1148.png,"164,290","146,278","132,259","125,244","130,233","154,229","148,209","142,196","137,185","166,230","146,222","136,240","133,254","176,236","153,231","144,248","141,261","183,245","163,241","154,253","150,264"
courser,./1149.png,"180,326","162,313","147,295","140,280","147,270","169,263","162,243","156,231","150,221","182,264","161,259","152,278","150,290","193,270","169,269","161,286","159,298","200,280","179,279","171,291","169,300"
courser,./1150.png,"189,351","170,339","155,322","147,309","153,300","176,288","169,270","162,258","157,248","189,290","168,285","159,304","158,316","199,296","176,296","168,313","167,324","206,307","187,308","179,319","176,327"
courser,./1151.png,"243,367","225,353","211,334","207,318","220,310","228,303","226,283","225,270","223,258","243,304","229,299","223,317","223,327","255,309","238,312","233,328","235,335","265,319","248,321","244,333","245,338"
courser,./1152.png,"288,372","272,357","262,337","259,320","269,314","276,309","272,289","271,277","271,265","288,310","279,302","272,319","270,330","300,315","287,315","281,332","279,342","309,324","296,325","289,337","288,345"
courser,./1153.png,"314,365","298,351","288,333","288,317","299,311","300,304","298,286","298,275","300,264","314,306","307,300","301,318","298,330","326,313","317,311","310,328","307,339","337,322","326,321","318,333","314,340"
courser,./1154.png,"359,370","345,355","336,334","340,318","352,314","349,311","350,291","351,279","353,269","362,314","360,302","354,317","349,330","373,321","370,314","362,329","357,341","383,332","378,325","370,336","366,344"
courser,./1155.png,"400,373","387,358","380,337","386,321","398,314","390,316","393,296","397,284","400,273","402,320","404,308","398,324","393,338","414,327","414,319","406,336","400,347","424,336","422,329","414,341","409,349"
courser,./1156.png,"430,377","418,361","412,342","411,328","419,322","426,321","426,305","427,295","428,285","437,325","434,316","425,330","420,340","448,332","442,328","433,343","427,352","457,342","450,338","441,348","436,355"
courser,./1157.png,"455,370","444,356","440,336","447,321","458,315","454,320","458,303","462,294","467,285","466,324","470,313","461,324","454,333","476,332","478,325","467,338","459,345","485,343","484,336","475,345","468,351"
courser,./1158.png,"470,368","462,353","459,334","466,319","479,313","471,318","477,301","482,292","488,284","482,324","488,311","480,324","473,335","491,333","494,323","484,337","477,345","499,344","499,335","491,343","485,349"
courser,./1159.png,"473,368","465,354","463,333","471,318","484,313","476,317","482,299","487,290","494,282","486,323","492,311","483,325","477,334","495,332","499,322","488,335","481,343","502,343","503,334","494,342","488,349"
courser,./1160.png,"473,365","465,350","463,329","472,314","485,308","476,313","482,296","488,287","494,279","486,320","492,308","484,320","477,329","494,329","499,319","489,331","481,339","502,339","503,331","495,338","489,344"
courser,./1161.png,"493,353","483,338","481,317","489,302","502,295","492,301","498,283","504,273","510,264","502,307","510,294","503,307","496,316","511,315","517,305","507,318","501,326","519,325","521,317","513,325","507,331"
courser,./1162.png,"500,320","490,303","485,281","492,264","506,256","497,266","501,247","505,235","510,225","507,272","513,257","506,270","500,281","517,280","521,266","512,279","505,290","525,290","527,278","519,285","513,293"
courser,./1163.png,"501,300","490,286","484,265","489,248","500,239","494,248","497,228","501,216","505,206","504,253","509,238","502,252","497,263","514,259","518,247","509,261","503,271","524,268","525,258","517,267","511,275"
courser,./1164.png,"516,254","503,240","496,220","500,202","512,192","504,204","504,183","507,171","511,160","515,208","519,191","515,206","512,218","526,213","529,199","522,215","518,226","537,221","537,210","530,220","526,229"
courser,./1165.png,"508,235","494,222","486,202","489,184","498,173","493,183","492,162","494,150","497,139","504,186","507,169","502,184","499,196","515,191","517,177","511,192","506,203","526,198","526,187","519,197","515,205"
courser,./1166.png,"489,224","474,212","465,193","467,175","476,164","470,177","469,156","469,143","471,132","481,179","482,162","479,176","476,188","492,182","493,168","487,184","483,195","503,189","501,178","495,188","492,197"
courser,./1167.png,"455,219","439,207","428,190","428,173","436,161","436,172","433,151","432,138","433,126","446,173","445,158","441,171","439,184","457,177","455,164","450,179","447,191","467,183","464,173","458,183","454,192"
courser,./1168.png,"404,215","386,203","374,186","371,168","377,157","380,166","375,145","373,133","372,122","391,167","386,153","382,166","381,178","401,170","395,160","390,175","388,186","413,176","406,168","400,177","397,187"
courser,./1169.png,"363,219","347,208","336,191","333,174","341,164","343,172","341,152","338,140","337,129","353,173","349,159","345,173","344,185","363,176","359,166","354,180","352,191","373,181","367,174","363,183","361,191"
courser,./1170.png,"295,227","277,217","265,199","264,182","267,170","271,179","264,160","260,148","258,138","282,179","274,167","271,181","271,192","293,182","284,173","279,188","280,198","304,187","294,179","288,190","287,198"
courser,./1171.png,"233,222","221,222","205,209","201,193","208,181","214,186","207,167","203,155","201,144","225,185","217,172","215,187","216,200","236,187","228,178","224,195","225,206","248,192","239,186","235,198","234,208"
courser,./1172.png,"243,233","224,225","209,210","204,193","208,180","215,189","208,168","203,156","200,145","225,188","218,173","215,187","215,199","236,190","228,179","225,195","225,206","248,194","238,186","234,197","234,207"
courser,./1173.png,"215,223","202,224","186,211","180,196","185,182","193,187","186,169","181,156","178,145","204,185","197,173","193,187","194,199","215,187","206,178","202,195","203,207","228,191","217,185","212,198","212,208"
courser,./1174.png,"224,232","205,227","188,211","182,195","185,181","193,188","185,168","180,155","177,144","204,188","196,172","194,187","194,200","215,189","207,178","203,195","203,206","227,193","218,185","213,197","212,207"
courser,./1175.png,"200,217","185,217","168,203","162,187","165,173","176,182","169,166","163,154","159,144","186,179","175,166","173,181","175,193","197,179","185,170","183,187","185,199","209,182","198,176","193,189","193,199"
courser,./1176.png,"206,223","187,219","170,204","161,189","164,174","175,181","167,161","161,150","157,139","185,180","175,167","173,181","174,192","196,181","186,171","183,187","183,198","208,184","197,177","192,189","192,198"
courser,./1177.png,"189,212","175,212","158,200","152,185","156,171","166,176","158,158","153,145","150,135","176,174","166,162","164,177","166,189","188,175","176,166","174,184","175,195","200,179","189,173","184,185","185,195"
courser,./1178.png,"198,219","178,215","161,200","152,184","156,170","166,177","158,157","152,146","148,136","176,175","167,161","164,177","165,189","187,176","177,166","173,183","174,194","199,180","188,173","183,185","183,194"
courser,./1179.png,"234,220","216,213","200,197","193,180","201,167","207,174","200,154","194,141","189,130","218,174","210,159","208,175","210,188","230,176","220,166","217,182","219,195","242,181","231,174","226,186","227,196"
courser,./1180.png,"286,229","268,221","254,203","252,184","259,173","257,182","252,159","250,145","250,133","270,182","266,168","265,184","266,196","281,185","277,175","274,191","275,202","293,190","287,182","283,193","283,201"
courser,./1181.png,"333,228","319,225","309,209","311,195","320,186","317,195","318,185","315,186","313,191","327,195","328,183","324,190","320,198","337,197","337,186","332,199","329,209","347,201","345,192","341,201","339,210"
courser,./1182.png,"336,239","320,229","308,210","310,191","323,181","310,191","308,167","309,153","309,141","322,192","323,177","323,193","322,205","335,196","335,184","333,201","331,212","346,201","344,191","341,202","340,211"
courser,./1183.png,"366,237","352,226","343,208","346,191","355,181","345,187","345,166","347,153","350,141","357,189","361,174","359,190","357,202","368,193","372,180","368,197","364,209","379,200","379,191","375,202","372,211"
courser,./1184.png,"375,237","362,225","355,207","359,190","369,179","356,186","356,164","360,150","364,139","368,188","373,174","371,190","369,203","380,193","384,181","379,198","376,209","390,200","391,191","387,202","384,211"
courser,./1185.png,"396,238","384,224","378,205","384,188","395,178","380,184","382,162","386,149","391,137","392,188","398,173","395,188","392,200","403,193","407,181","402,197","398,208","412,201","414,190","409,201","406,210"
courser,./1186.png,"418,241","405,227","400,207","407,189","419,181","403,189","406,165","411,151","417,140","415,193","423,177","419,192","415,204","426,198","432,185","426,201","422,212","436,206","439,195","434,205","430,214"
courser,./1187.png,"448,256","434,243","425,223","431,204","441,193","429,202","430,178","433,165","437,153","441,205","447,189","445,205","441,218","453,210","457,196","452,213","448,225","463,216","465,205","460,216","457,224"
courser,./1188.png,"472,284","458,271","448,252","448,234","456,222","453,231","452,208","453,194","455,182","465,233","467,214","464,231","462,244","477,238","478,224","473,241","470,252","488,245","487,234","482,245","479,254"
courser,./1189.png,"497,320","482,308","473,286","477,267","488,256","481,264","482,238","485,224","488,211","494,268","499,251","494,268","490,281","507,275","510,261","503,278","497,290","518,284","519,274","512,285","507,294"
courser,./1190.png,"500,350","485,334","478,312","484,294","496,285","487,291","489,266","493,252","497,241","500,296","507,278","502,293","497,308","513,304","517,291","509,307","502,319","523,315","525,303","518,313","512,322"
courser,./1191.png,"517,383","504,365","501,341","510,322","524,315","512,322","515,297","520,283","526,272","525,328","532,311","526,325","520,338","536,337","542,324","532,340","524,351","546,348","548,336","540,346","533,355"
courser,./1192.png,"535,410","521,391","517,368","525,349","539,341","526,347","531,321","537,307","543,295","540,353","550,333","544,349","536,363","552,362","559,348","549,364","541,377","562,373","566,362","557,372","549,381"
courser,./1193.png,"526,421","512,405","506,383","511,365","524,355","517,358","522,333","527,318","533,306","531,365","537,347","530,363","524,378","543,374","547,361","536,378","529,390","554,386","556,376","546,386","539,394"
courser,./1194.png,"508,422","489,407","478,383","483,359","496,348","485,352","486,323","490,306","493,291","502,357","506,338","503,359","499,375","518,365","520,351","513,373","507,386","532,375","532,365","524,379","518,388"
courser,./1195.png,"498,384","480,365","470,334","477,308","496,294","482,302","486,270","491,252","499,236","501,309","509,286","500,311","494,327","518,319","524,302","511,327","503,341","533,333","535,318","523,335","516,346"
courser,./1196.png,"478,389","459,370","450,338","463,313","483,301","467,300","473,264","481,244","490,227","487,308","497,287","488,312","480,330","505,320","513,304","499,330","488,346","520,336","525,323","512,340","501,351"
courser,./1197.png,"463,370","442,348","432,313","443,283","464,274","448,274","454,236","461,215","469,196","469,283","479,257","470,285","462,306","488,296","495,275","481,303","472,321","505,313","508,296","495,315","486,328"
courser,./1198.png,"445,341","424,316","411,279","418,248","441,239","428,244","432,206","437,184","443,165","446,251","454,222","444,249","436,268","464,262","469,239","456,266","447,284","481,278","481,260","468,277","459,291"
courser,./1199.png,"435,296","412,272","400,235","408,204","427,188","421,204","424,169","426,147","431,128","439,210","441,183","427,206","419,224","456,220","455,198","439,223","431,240","472,233","466,215","452,231","446,244"
courser,./1200.png,"442,275","418,250","408,211","418,179","441,164","432,179","438,139","445,115","452,93","451,187","458,156","445,179","435,199","468,198","473,173","455,198","443,218","485,215","484,196","468,211","456,226"
courser,./1201.png,"393,268","365,237","352,197","359,164","379,148","378,162","382,121","384,93","387,71","397,170","397,139","383,163","373,186","414,181","412,160","394,185","382,205","433,198","425,180","409,196","398,212"
courser,./1202.png,"307,276","275,252","253,215","246,180","258,157","280,170","276,124","270,96","263,73","299,175","283,149","268,178","262,201","317,184","300,164","282,194","273,216","335,198","316,182","298,202","289,220"
courser,./1203.png,"270,290","237,265","211,229","199,197","213,178","240,180","231,142","224,118","217,97","260,183","238,163","225,193","220,218","279,191","252,180","238,209","231,232","295,206","270,198","256,219","249,237"
courser,./1204.png,"238,293","203,270","179,238","165,211","170,188","206,186","195,151","186,129","178,109","226,188","199,171","185,202","181,226","244,196","213,187","199,217","193,238","258,211","231,204","216,225","210,242"
courser,./1205.png,"207,297","172,274","145,246","129,223","133,200","174,193","159,161","146,142","134,125","194,194","161,182","148,213","146,235","211,201","174,197","162,227","162,247","225,214","191,210","178,231","177,248"
