Gesture,Image Name,T0,T1,T2,T3,Thumb,I3,I2,I1,Index,M3,M2,M1,Middle,R3,R2,R1,Ring,L3,L2,L1,Little
gesture,hand_images\hand_735.png,"417,308","395,296","382,278","384,261","395,251","390,254","388,232","387,218","388,206","403,252","401,227","400,212","400,198","416,255","418,239","413,251","409,262","430,263","428,250","423,256","419,263"
gesture,hand_images\hand_736.png,"441,293","423,288","411,272","412,255","425,248","419,253","417,230","419,215","421,203","431,252","431,227","431,211","432,198","444,255","447,240","443,250","439,260","455,263","456,250","452,256","448,263"
gesture,hand_images\hand_737.png,"442,309","420,294","409,274","414,255","427,247","418,252","418,230","419,216","421,204","431,251","431,226","431,211","433,198","444,255","448,238","443,249","440,260","457,263","458,250","453,255","449,262"
gesture,hand_images\hand_738.png,"462,307","443,289","435,269","443,252","456,244","444,249","445,227","447,214","449,202","457,249","458,225","460,210","462,197","469,254","475,237","472,246","468,257","481,262","484,249","480,253","476,260"
gesture,hand_images\hand_739.png,"470,287","455,281","447,264","451,248","465,244","456,248","458,227","461,214","464,203","468,249","470,225","473,212","476,200","479,253","486,239","482,249","477,259","490,261","494,250","491,256","486,263"
gesture,hand_images\hand_740.png,"473,307","455,290","446,269","454,251","467,244","455,250","457,228","461,216","465,205","468,250","470,227","474,212","477,199","479,256","487,238","482,247","477,259","491,264","494,252","490,256","486,263"
gesture,hand_images\hand_741.png,"481,311","463,293","455,271","464,252","478,245","465,253","468,231","473,219","478,208","478,254","481,230","485,215","490,203","489,260","498,242","493,250","488,261","500,268","504,255","500,259","496,266"
gesture,hand_images\hand_742.png,"473,311","455,294","447,272","456,254","469,247","457,254","460,232","464,220","468,209","470,254","473,231","476,216","480,203","481,260","490,243","485,251","479,262","492,269","496,256","492,260","486,266"
gesture,hand_images\hand_743.png,"450,299","434,293","422,276","425,259","438,253","434,257","434,235","436,221","439,210","446,257","447,233","448,219","451,206","458,262","462,248","457,258","453,267","469,269","470,258","465,263","461,269"
gesture,hand_images\hand_744.png,"453,316","433,299","423,279","429,260","443,253","433,259","434,236","437,223","439,211","446,258","448,235","449,219","451,206","458,263","463,247","458,258","454,269","470,272","472,259","466,264","462,271"
gesture,hand_images\hand_745.png,"422,316","402,300","390,283","390,265","403,257","400,261","400,240","400,227","402,215","413,261","412,236","411,221","412,208","426,265","427,248","420,260","415,271","438,273","437,260","430,265","425,273"
gesture,hand_images\hand_746.png,"407,314","386,300","373,284","372,266","383,257","382,262","380,241","380,227","380,216","394,261","393,236","390,222","390,209","408,264","408,248","400,260","395,271","420,271","417,259","410,265","405,273"
gesture,hand_images\hand_747.png,"384,312","362,301","348,285","345,269","355,259","357,262","353,241","350,228","350,217","369,261","365,237","361,221","359,208","381,263","378,246","371,258","367,270","394,269","388,257","380,263","375,271"
gesture,hand_images\hand_748.png,"363,308","341,298","327,282","323,265","333,255","336,257","332,238","330,225","329,214","347,257","344,234","339,220","336,209","360,260","357,242","349,255","344,267","372,266","367,253","359,260","353,268"
gesture,hand_images\hand_749.png,"354,300","335,295","321,279","317,263","325,253","336,263","333,252","332,254","332,256","347,259","346,242","341,232","338,223","358,260","353,242","346,253","342,263","370,262","363,251","355,258","350,267"
gesture,hand_images\hand_750.png,"360,306","339,297","323,282","319,264","329,252","333,257","329,237","326,224","325,213","345,256","340,233","335,220","331,208","357,258","354,241","346,253","341,265","370,263","363,251","356,258","350,267"
gesture,hand_images\hand_751.png,"366,301","348,294","337,279","334,264","343,255","349,262","345,248","341,238","338,230","360,260","358,241","354,229","351,218","372,261","369,244","362,255","359,266","384,265","378,254","371,260","366,269"
gesture,hand_images\hand_752.png,"373,308","352,297","338,282","334,264","344,255","348,257","345,237","343,224","342,213","360,256","356,233","352,219","349,206","372,259","370,242","363,255","358,267","385,265","379,254","372,260","366,268"
gesture,hand_images\hand_753.png,"385,317","364,306","352,288","350,270","358,261","363,264","360,242","359,229","359,216","375,263","372,239","369,224","367,211","387,267","386,249","378,261","372,273","400,274","396,261","388,267","382,276"
gesture,hand_images\hand_754.png,"381,319","360,307","346,290","344,273","353,264","356,266","353,245","351,232","351,220","368,266","365,242","362,227","360,214","381,269","380,252","371,265","366,276","394,276","390,262","382,269","376,278"
gesture,hand_images\hand_755.png,"380,318","358,306","345,289","342,271","352,263","355,264","352,244","351,231","350,219","367,263","364,240","360,225","358,213","380,267","378,250","371,263","366,275","394,274","388,261","381,269","375,278"
gesture,hand_images\hand_756.png,"388,309","367,295","354,277","355,260","366,250","367,254","366,233","365,220","366,209","379,254","378,230","376,215","375,202","392,258","392,242","384,253","379,265","404,266","401,254","393,259","388,267"
gesture,hand_images\hand_757.png,"427,311","407,294","396,275","401,257","415,250","410,252","411,231","413,219","416,207","424,252","426,229","427,215","428,202","437,258","440,243","432,253","426,264","449,269","448,257","441,262","435,269"
gesture,hand_images\hand_758.png,"468,314","449,294","441,273","451,257","465,251","453,253","457,232","462,220","467,210","466,255","469,232","473,219","477,207","478,261","485,249","480,257","475,267","488,272","492,261","487,264","482,270"
gesture,hand_images\hand_759.png,"495,316","481,295","479,271","491,255","505,250","490,255","496,235","503,223","509,214","502,258","508,237","515,223","521,212","513,266","522,251","519,258","514,268","522,276","527,264","523,267","519,274"
gesture,hand_images\hand_760.png,"502,312","489,291","487,268","499,253","513,249","498,254","505,233","512,223","519,214","510,257","517,237","524,224","531,213","520,265","530,251","527,257","521,266","528,275","534,265","531,268","526,275"
gesture,hand_images\hand_761.png,"496,313","484,290","482,268","495,253","509,248","493,254","500,234","506,224","513,215","505,257","512,236","519,223","526,212","514,265","525,250","521,256","515,264","523,275","529,263","526,266","520,272"
gesture,hand_images\hand_762.png,"467,310","450,290","444,268","455,252","470,247","458,250","463,230","469,220","474,210","470,252","474,231","479,218","484,207","480,259","489,246","482,254","475,264","489,270","493,259","488,261","482,265"
gesture,hand_images\hand_763.png,"441,300","423,281","414,261","419,242","431,235","428,239","431,219","434,207","438,196","440,241","444,219","447,204","450,192","452,248","458,233","450,242","444,252","463,259","465,247","459,250","452,255"
gesture,hand_images\hand_764.png,"415,276","394,259","383,237","387,219","399,212","396,217","397,196","398,184","400,172","409,217","410,193","410,178","410,165","421,222","423,206","415,215","410,225","434,231","432,218","425,221","419,227"
gesture,hand_images\hand_765.png,"389,260","369,245","358,227","358,209","369,201","370,206","369,186","368,173","369,162","382,206","381,182","379,168","378,155","394,210","394,193","386,202","380,212","406,218","403,205","395,208","389,214"
gesture,hand_images\hand_766.png,"367,251","346,236","334,218","337,201","349,192","347,197","346,178","346,166","346,155","358,196","356,175","354,161","352,148","371,201","370,184","361,192","355,202","382,208","378,195","370,197","363,203"
gesture,hand_images\hand_767.png,"327,245","306,234","295,217","296,202","303,194","301,194","297,175","294,163","292,152","312,193","307,171","301,157","296,147","324,195","320,179","313,188","308,198","336,200","329,188","322,193","316,200"
gesture,hand_images\hand_768.png,"299,251","278,242","263,228","258,211","264,198","276,202","269,183","264,170","260,159","286,200","277,178","268,165","260,155","297,201","289,185","280,197","274,209","309,204","299,193","290,199","283,208"
gesture,hand_images\hand_769.png,"287,267","267,260","251,247","243,233","245,218","260,222","250,204","243,193","238,183","270,219","259,199","249,188","242,179","281,219","271,203","263,216","259,228","293,221","282,211","274,218","268,229"
gesture,hand_images\hand_770.png,"313,285","291,283","272,273","260,259","269,250","271,247","260,233","252,223","246,215","282,242","268,224","256,214","247,205","294,240","283,227","282,241","283,252","308,240","296,231","291,239","290,248"
gesture,hand_images\hand_771.png,"360,277","337,274","318,264","311,252","317,241","318,239","308,223","301,213","296,205","328,234","316,216","307,206","299,197","340,232","331,218","328,229","328,241","353,233","343,224","339,231","338,239"
gesture,hand_images\hand_772.png,"382,259","365,258","350,247","345,233","349,224","357,227","349,213","343,203","338,195","367,223","360,206","353,196","348,187","379,222","374,206","370,215","369,226","391,223","386,213","381,219","379,227"
gesture,hand_images\hand_773.png,"391,272","368,266","351,254","345,238","351,227","353,227","345,207","340,195","336,184","364,222","355,201","347,188","341,176","377,222","372,203","369,215","369,227","391,225","385,212","379,219","377,227"
gesture,hand_images\hand_774.png,"414,275","392,261","379,244","378,226","389,216","391,220","389,199","388,185","389,174","404,219","403,195","401,179","400,167","418,223","418,207","411,218","406,229","431,231","428,218","421,223","417,229"
gesture,hand_images\hand_775.png,"422,289","404,271","395,250","398,231","412,225","412,230","415,208","417,195","420,183","425,233","430,207","431,191","434,178","438,240","442,222","432,231","424,242","449,250","450,236","441,239","434,245"
gesture,hand_images\hand_776.png,"421,321","411,299","411,276","419,259","435,255","439,259","450,239","458,227","466,217","450,266","464,244","472,230","479,218","458,278","470,261","456,264","443,269","464,293","470,279","460,276","449,277"
gesture,hand_images\hand_777.png,"376,326","366,309","368,290","379,278","394,278","394,286","407,269","417,257","426,249","405,294","420,280","429,267","437,258","411,306","427,294","413,290","400,290","414,319","421,308","412,303","401,301"
gesture,hand_images\hand_778.png,"370,346","360,323","361,297","375,279","393,279","396,282","413,262","425,251","436,243","405,291","426,269","437,256","447,246","412,304","425,290","408,289","392,291","415,319","421,305","410,301","399,300"
gesture,hand_images\hand_779.png,"301,345","287,323","283,301","287,282","299,280","310,277","319,255","325,242","331,231","322,282","333,256","337,240","341,226","332,293","337,276","320,277","305,281","340,307","338,293","326,291","315,292"
gesture,hand_images\hand_780.png,"291,342","276,321","270,301","272,283","283,279","293,277","298,254","302,240","306,228","304,282","312,255","315,238","318,224","315,291","317,273","301,278","289,286","323,304","322,289","310,289","299,293"
gesture,hand_images\hand_781.png,"245,350","223,337","209,320","203,304","208,294","225,288","219,265","216,251","215,238","236,287","228,260","222,244","217,231","248,290","233,276","223,291","216,304","260,297","244,285","231,294","223,303"
gesture,hand_images\hand_782.png,"267,356","244,350","225,336","215,323","220,313","232,301","223,282","218,269","214,258","244,299","232,275","224,260","217,247","258,301","241,294","235,310","235,323","270,307","255,301","246,310","241,320"
gesture,hand_images\hand_783.png,"352,343","329,334","311,321","307,304","317,291","318,289","310,267","306,254","302,243","329,286","323,260","316,246","309,236","342,288","332,279","323,291","317,303","356,293","346,286","338,293","333,301"
gesture,hand_images\hand_784.png,"389,327","368,313","357,293","361,275","372,266","369,268","368,245","367,230","368,218","381,268","380,241","378,224","378,210","394,273","395,254","386,266","379,278","406,282","404,267","396,272","390,280"
gesture,hand_images\hand_785.png,"398,331","380,313","372,292","377,273","391,267","386,269","388,246","391,232","393,219","399,270","402,244","403,227","405,213","412,277","416,258","406,269","398,281","423,288","422,274","414,277","407,283"
gesture,hand_images\hand_786.png,"398,347","386,325","386,300","401,285","419,286","411,285","424,264","432,252","440,240","423,291","438,268","446,253","455,241","432,303","443,288","428,295","416,303","439,317","444,304","433,306","422,311"
gesture,hand_images\hand_787.png,"337,355","322,335","317,313","323,296","335,292","340,287","346,264","350,250","354,239","353,292","360,266","363,248","367,233","364,302","363,288","347,296","335,304","373,317","368,304","355,308","345,315"
gesture,hand_images\hand_788.png,"347,334","326,321","312,303","309,284","323,276","327,271","324,248","323,233","324,220","340,272","337,244","333,227","331,212","354,278","349,263","337,277","330,289","366,287","358,274","348,284","341,294"
gesture,hand_images\hand_789.png,"371,324","348,313","332,294","329,275","339,265","341,264","337,242","334,229","332,216","354,263","348,237","343,221","339,208","369,267","364,250","353,264","347,277","384,275","375,263","365,271","359,281"
gesture,hand_images\hand_790.png,"410,314","387,300","374,279","373,259","383,248","388,252","386,227","385,212","386,199","401,252","400,223","397,205","396,190","415,257","415,237","404,251","398,263","429,267","425,251","415,257","408,266"
gesture,hand_images\hand_791.png,"406,318","384,301","373,278","374,257","386,251","392,254","392,229","393,213","395,200","405,256","406,227","405,209","405,194","419,263","417,243","404,256","396,268","431,274","426,258","414,264","406,272"
gesture,hand_images\hand_792.png,"410,332","388,316","375,294","374,273","388,265","393,266","393,241","393,226","395,212","407,268","406,238","405,221","404,205","421,275","419,256","407,271","398,284","434,286","429,272","417,280","409,289"
gesture,hand_images\hand_793.png,"443,311","423,291","413,269","419,249","435,242","433,244","437,221","441,206","446,193","447,247","453,220","455,203","459,188","460,256","464,239","451,249","441,260","472,269","471,255","460,259","450,266"
gesture,hand_images\hand_794.png,"454,305","436,285","428,262","435,239","451,234","449,241","454,217","459,203","464,190","462,245","468,217","472,200","477,186","475,253","481,233","468,241","457,251","486,265","487,250","476,252","466,257"
gesture,hand_images\hand_795.png,"461,301","444,280","437,256","445,235","461,228","458,236","463,214","469,201","475,189","470,240","477,214","481,198","486,184","483,249","489,230","477,238","467,247","494,261","495,247","486,248","476,251"
gesture,hand_images\hand_796.png,"482,305","467,281","463,259","476,239","495,235","485,240","494,216","502,203","509,192","498,245","509,219","516,203","523,189","509,256","522,238","511,245","499,254","519,269","525,256","517,256","508,259"
gesture,hand_images\hand_797.png,"497,311","484,283","482,260","496,239","516,239","502,241","514,218","523,206","533,195","516,247","529,221","538,207","547,193","527,258","541,241","529,248","517,256","536,274","543,260","535,261","525,264"
gesture,hand_images\hand_798.png,"496,309","483,282","482,259","496,239","514,236","503,240","515,218","523,206","533,195","516,247","529,222","538,207","547,194","527,258","543,241","531,248","518,257","536,273","544,260","535,262","525,266"
gesture,hand_images\hand_799.png,"492,310","478,284","475,260","488,240","506,236","497,240","508,217","516,205","525,193","511,246","523,221","531,206","539,192","522,257","536,240","522,248","510,258","531,273","537,260","528,262","518,266"
gesture,hand_images\hand_800.png,"471,307","455,286","449,262","461,243","479,238","470,242","479,218","486,204","494,192","483,246","492,219","497,202","504,189","495,256","504,240","493,251","486,261","505,269","509,255","499,261","492,267"
gesture,hand_images\hand_801.png,"439,316","419,297","411,274","417,255","433,248","427,249","430,225","434,209","439,196","442,252","446,224","448,207","451,191","456,260","460,242","448,255","439,267","468,272","468,259","458,264","449,272"
gesture,hand_images\hand_802.png,"423,324","401,308","389,287","389,265","404,257","405,261","404,235","403,219","405,205","419,262","419,233","417,215","417,199","433,269","434,248","423,265","416,278","447,279","444,264","434,273","426,283"
gesture,hand_images\hand_803.png,"417,323","396,307","384,286","384,266","397,259","402,261","400,236","400,220","400,206","415,262","414,233","411,215","411,199","429,269","428,250","417,265","409,278","443,279","438,264","428,272","419,281"
gesture,hand_images\hand_804.png,"388,339","363,323","345,304","341,286","351,279","361,273","350,254","343,243","336,233","374,272","362,249","352,237","343,227","388,277","372,271","360,286","353,298","401,286","384,282","373,293","367,303"
gesture,hand_images\hand_805.png,"363,349","339,340","318,327","307,313","314,301","329,291","316,274","308,263","301,252","342,288","328,267","317,255","308,242","357,290","339,285","332,304","329,318","369,298","353,294","343,306","339,318"
gesture,hand_images\hand_806.png,"371,341","348,330","330,312","323,295","335,287","343,281","335,263","328,251","324,240","356,280","347,256","337,242","330,229","371,284","359,274","350,291","346,305","385,293","371,283","362,295","356,307"
gesture,hand_images\hand_807.png,"386,330","365,318","348,299","343,282","356,274","364,269","358,249","354,236","350,225","378,269","372,244","365,230","359,218","392,275","383,263","373,280","369,293","406,285","395,275","384,286","379,296"
gesture,hand_images\hand_808.png,"431,314","412,296","400,275","400,255","416,246","416,252","415,228","415,212","416,199","430,252","431,225","429,208","429,193","444,258","446,240","435,253","428,266","456,269","454,255","445,262","438,271"
gesture,hand_images\hand_809.png,"473,305","455,284","448,260","459,240","477,234","465,239","473,216","480,202","487,190","479,243","487,216","492,200","497,186","492,252","502,236","492,248","484,258","503,264","507,251","500,258","493,264"
gesture,hand_images\hand_810.png,"485,306","470,283","465,259","476,238","494,232","483,239","492,215","499,201","507,190","497,243","507,217","514,202","522,188","509,253","523,235","512,245","502,256","519,266","526,254","517,257","509,263"
gesture,hand_images\hand_811.png,"481,306","465,282","459,260","470,238","488,232","477,240","485,215","492,202","500,189","491,244","500,217","507,201","514,186","503,253","516,235","504,245","494,256","514,266","519,252","511,256","502,263"
gesture,hand_images\hand_812.png,"474,305","457,284","451,260","459,239","476,232","469,239","476,215","483,201","490,189","483,244","492,216","498,200","504,186","496,253","506,234","495,246","486,257","506,266","511,253","502,258","494,264"
gesture,hand_images\hand_813.png,"472,307","455,286","449,262","457,240","474,233","467,240","474,216","481,202","488,190","481,244","490,217","495,201","502,187","494,254","505,235","493,247","483,258","505,267","509,253","500,259","492,265"
gesture,hand_images\hand_814.png,"474,307","458,286","451,261","460,239","478,233","469,240","477,216","483,202","491,190","484,244","493,216","498,200","505,186","497,253","507,235","495,246","485,257","508,266","511,253","503,258","494,264"
gesture,hand_images\hand_815.png,"475,307","459,285","453,261","461,239","479,233","470,240","478,216","485,202","493,190","485,244","494,217","500,200","507,186","498,253","509,234","497,246","487,257","509,266","513,253","504,258","496,264"
gesture,hand_images\hand_816.png,"475,306","459,285","453,261","462,240","479,232","471,239","479,216","486,202","493,190","485,243","494,217","501,201","507,186","498,253","509,234","497,245","487,257","509,266","513,252","504,257","496,264"
gesture,hand_images\hand_817.png,"485,304","469,282","465,257","476,236","494,231","483,238","492,215","499,202","507,190","497,243","507,217","513,201","520,187","509,253","521,235","509,245","499,255","519,266","524,253","516,256","507,261"
gesture,hand_images\hand_818.png,"501,304","489,278","487,254","501,235","520,232","505,238","516,215","524,203","533,192","518,243","531,218","539,204","548,191","529,254","544,237","533,245","521,254","537,269","546,256","538,258","528,262"
gesture,hand_images\hand_819.png,"510,305","499,279","498,255","514,237","532,234","519,239","530,218","539,206","548,196","532,246","546,222","554,208","563,197","542,257","558,242","547,247","538,256","551,272","559,258","551,259","543,264"
gesture,hand_images\hand_820.png,"505,304","493,279","492,254","506,236","525,233","512,238","523,216","532,205","541,195","525,244","538,220","546,206","555,193","535,255","550,241","539,249","528,256","544,270","551,258","543,260","535,263"
gesture,hand_images\hand_821.png,"495,304","482,280","480,255","493,236","511,232","498,238","509,216","518,203","526,192","512,244","524,219","532,204","540,191","523,254","537,238","525,246","513,255","532,268","539,257","530,258","521,262"
gesture,hand_images\hand_822.png,"481,302","465,280","460,256","471,236","488,230","480,237","489,215","495,202","502,190","494,242","503,217","510,201","516,187","505,252","517,234","505,243","494,253","515,266","520,253","511,255","502,259"
gesture,hand_images\hand_823.png,"477,301","462,278","457,255","468,234","485,229","475,237","484,214","491,201","498,189","489,241","498,216","504,201","511,187","501,251","513,234","500,243","489,252","511,264","516,251","506,254","497,259"
gesture,hand_images\hand_824.png,"468,298","453,276","448,253","457,232","473,227","467,234","474,211","480,199","486,188","479,238","487,213","492,198","498,185","491,248","501,231","489,239","479,248","501,260","506,247","497,249","488,253"
gesture,hand_images\hand_825.png,"453,293","439,272","433,250","441,230","457,224","452,231","458,210","464,199","470,189","464,236","472,212","476,198","480,185","476,245","484,229","472,235","462,243","486,258","488,245","480,246","471,249"
gesture,hand_images\hand_826.png,"403,299","383,282","373,263","374,244","385,236","388,242","387,222","387,209","388,198","401,243","401,219","400,205","398,192","413,248","412,232","402,242","394,252","426,258","420,246","410,250","402,256"
gesture,hand_images\hand_827.png,"389,277","370,267","357,253","354,236","362,227","364,232","360,214","358,203","357,193","374,230","371,210","367,197","365,186","386,232","384,217","378,227","374,238","398,237","393,226","387,232","382,239"
gesture,hand_images\hand_828.png,"390,273","371,264","358,250","355,235","362,226","365,230","361,212","359,200","358,191","375,228","371,208","367,196","365,185","386,230","385,215","378,226","374,236","398,235","394,224","388,230","383,237"
gesture,hand_images\hand_829.png,"368,282","349,274","337,262","335,249","341,240","340,239","336,222","334,211","333,201","351,237","345,218","341,207","337,196","363,238","359,225","355,236","352,246","375,243","369,233","363,240","359,248"
gesture,hand_images\hand_830.png,"336,285","318,281","304,271","302,258","311,249","307,246","300,229","295,218","292,210","317,243","308,224","301,213","295,204","328,243","321,234","319,245","318,255","340,246","332,239","327,245","324,252"
gesture,hand_images\hand_831.png,"301,292","281,290","264,282","255,269","257,256","268,257","259,241","252,231","247,223","277,253","266,233","256,222","248,214","288,252","279,241","275,253","274,264","300,253","290,246","285,253","282,261"
gesture,hand_images\hand_832.png,"285,280","265,279","247,272","235,262","235,249","247,249","233,237","224,229","217,221","255,244","240,228","229,220","219,212","265,241","253,229","252,242","253,253","277,240","266,232","261,241","260,250"
gesture,hand_images\hand_833.png,"286,250","265,253","245,247","234,234","235,221","242,224","228,210","219,202","212,194","250,217","234,202","223,193","214,186","260,213","250,201","247,212","248,223","272,211","262,203","258,210","257,218"
gesture,hand_images\hand_834.png,"311,220","290,218","273,209","264,196","264,184","270,186","261,169","254,159","249,149","280,181","268,163","260,153","252,144","291,179","285,165","283,175","283,186","303,180","296,170","293,175","291,183"
gesture,hand_images\hand_835.png,"345,217","325,209","309,196","303,181","307,168","314,174","306,154","302,142","300,132","324,171","314,150","307,138","303,127","335,171","331,155","327,163","324,173","347,174","341,163","336,166","333,172"
gesture,hand_images\hand_836.png,"370,232","350,217","340,198","345,181","358,173","348,180","348,159","349,147","351,136","360,179","359,156","358,142","359,129","371,183","373,166","368,173","366,183","383,190","382,176","376,179","373,185"
gesture,hand_images\hand_837.png,"383,239","365,222","356,203","363,186","376,181","367,186","368,166","370,154","372,143","379,186","380,163","381,149","382,137","390,191","394,174","388,180","383,189","402,199","402,186","396,187","390,191"
gesture,hand_images\hand_838.png,"415,222","403,211","399,196","407,184","419,180","415,181","419,163","422,152","426,143","425,184","429,166","430,153","433,142","434,192","442,180","433,185","426,192","442,202","447,193","440,193","433,197"
gesture,hand_images\hand_839.png,"417,246","401,226","395,204","404,186","418,180","412,185","416,165","420,154","424,144","424,188","428,166","430,152","433,141","434,196","443,178","436,184","428,193","444,207","448,193","441,194","434,198"
gesture,hand_images\hand_840.png,"453,256","439,235","435,212","448,195","464,191","456,191","465,172","472,162","479,154","468,196","476,175","483,162","488,153","478,207","490,193","484,198","475,206","485,221","491,211","486,210","480,212"
gesture,hand_images\hand_841.png,"468,272","455,249","453,226","467,211","484,211","476,210","486,191","494,180","501,170","488,215","499,194","506,180","513,169","498,225","511,211","503,217","493,225","505,238","512,227","506,228","498,231"
gesture,hand_images\hand_842.png,"495,301","481,279","478,257","492,241","508,238","493,236","500,213","506,200","513,189","507,239","514,214","520,199","527,185","518,248","530,232","521,245","512,256","528,260","535,247","527,254","519,261"
gesture,hand_images\hand_843.png,"518,300","504,293","499,279","510,267","525,263","508,255","511,232","514,218","519,206","521,256","524,231","528,216","532,202","533,263","542,251","537,264","532,275","542,274","549,265","545,274","539,280"
gesture,hand_images\hand_844.png,"516,323","501,302","495,283","508,267","525,263","506,258","511,232","515,218","520,205","521,259","525,232","529,215","534,201","533,267","541,251","535,264","529,276","544,279","549,265","544,272","537,280"
gesture,hand_images\hand_845.png,"530,345","515,328","509,307","523,293","539,291","521,279","526,255","529,241","534,229","535,280","539,255","543,239","547,225","548,287","557,276","551,291","545,303","559,299","563,288","558,297","553,307"
gesture,hand_images\hand_846.png,"536,362","523,345","519,323","534,310","553,307","530,295","536,271","541,257","546,245","545,297","550,271","554,255","558,241","558,304","566,294","560,310","554,321","568,316","574,304","568,313","562,322"
gesture,hand_images\hand_847.png,"545,384","533,368","529,345","545,333","564,331","540,317","547,293","553,279","559,267","555,319","561,294","566,279","571,265","568,328","578,317","572,334","565,346","578,340","584,330","579,339","573,348"
gesture,hand_images\hand_848.png,"561,398","547,382","546,359","564,348","583,347","557,331","566,308","574,295","581,283","572,333","580,307","586,293","591,281","585,342","595,334","589,350","582,361","594,353","600,345","595,356","589,365"
gesture,hand_images\hand_849.png,"567,399","557,382","557,361","574,350","592,350","568,334","578,312","585,299","594,288","582,337","590,312","596,298","603,286","594,346","606,336","598,353","591,365","603,358","611,350","605,360","599,368"
gesture,hand_images\hand_850.png,"557,401","547,385","546,365","562,354","580,353","555,337","566,316","577,304","587,293","570,339","576,314","582,302","589,292","582,348","593,339","588,354","582,366","591,361","597,354","593,363","587,371"
gesture,hand_images\hand_851.png,"536,386","525,369","519,352","531,338","546,334","528,323","533,301","540,288","547,277","542,325","544,300","549,286","554,275","554,331","562,325","560,337","556,348","565,341","568,336","565,343","561,351"
gesture,hand_images\hand_852.png,"512,372","498,357","490,340","501,326","518,323","500,313","504,290","508,276","513,265","513,313","515,287","519,273","523,261","526,319","535,308","531,322","527,333","536,330","541,322","536,330","532,336"
gesture,hand_images\hand_853.png,"467,350","450,336","442,319","449,303","462,296","449,291","450,268","452,254","455,242","463,290","464,264","464,249","466,235","476,296","482,283","479,297","477,308","489,306","490,296","487,305","485,311"
gesture,hand_images\hand_854.png,"438,318","418,306","405,289","410,273","423,265","411,263","411,239","411,225","412,213","425,261","424,235","422,219","422,205","439,266","441,250","438,263","436,275","452,275","451,264","446,271","444,279"
gesture,hand_images\hand_855.png,"412,278","391,264","378,244","383,226","395,219","388,219","387,196","387,182","388,170","401,218","400,193","399,177","399,162","415,223","416,204","410,218","407,231","427,232","425,220","419,227","416,236"
gesture,hand_images\hand_856.png,"395,247","375,235","363,217","365,197","377,188","371,192","370,169","370,155","371,143","383,190","382,165","381,150","381,136","396,195","398,175","392,189","388,202","409,203","407,189","401,196","397,204"
gesture,hand_images\hand_857.png,"385,235","363,222","351,205","352,187","365,178","360,180","358,158","358,145","359,132","372,179","369,155","367,139","367,125","384,183","386,164","379,176","374,188","397,191","395,177","388,183","383,191"
gesture,hand_images\hand_858.png,"374,229","352,217","338,202","336,181","349,171","345,175","342,153","342,140","342,128","357,174","354,150","351,135","350,120","370,178","370,159","363,172","358,184","382,185","379,171","372,178","368,186"
gesture,hand_images\hand_859.png,"351,222","328,211","313,195","310,176","323,166","322,167","319,147","318,134","318,123","334,167","329,143","326,129","323,116","347,171","345,152","337,165","332,177","360,178","355,165","347,171","342,179"
gesture,hand_images\hand_860.png,"338,221","316,211","302,195","298,176","308,166","311,168","307,147","305,133","304,122","323,167","318,143","314,128","311,115","336,170","333,153","325,164","320,175","349,175","342,164","335,170","330,178"
gesture,hand_images\hand_861.png,"300,225","277,215","263,199","259,181","269,173","266,174","263,152","262,138","261,125","278,172","274,146","270,130","267,116","291,174","290,155","284,168","281,181","304,179","299,168","294,176","291,184"
gesture,hand_images\hand_862.png,"255,230","233,222","216,207","212,189","224,178","224,179","217,156","213,142","210,129","235,177","227,150","220,134","215,120","249,179","244,163","236,174","232,186","263,184","256,171","249,178","245,187"
gesture,hand_images\hand_863.png,"214,243","190,233","175,217","166,200","176,193","190,181","190,159","191,145","193,134","203,182","203,155","201,138","201,124","216,188","213,168","203,179","196,190","228,198","223,183","214,190","207,199"
gesture,hand_images\hand_864.png,"178,267","152,261","132,249","119,236","118,225","143,208","141,185","141,170","142,158","156,207","154,178","151,162","149,148","169,210","163,191","152,203","145,215","183,219","174,204","165,213","158,223"
gesture,hand_images\hand_865.png,"159,282","134,278","113,267","97,255","95,242","122,226","119,201","119,186","119,173","135,224","133,193","130,175","128,160","149,227","141,207","130,220","124,233","163,235","154,222","145,231","139,242"
gesture,hand_images\hand_866.png,"118,287","100,288","81,277","70,267","66,260","100,242","100,217","100,202","102,190","112,242","115,212","115,193","115,178","124,247","115,227","102,239","93,250","135,256","124,245","113,255","106,264"
gesture,hand_images\hand_867.png,"131,301","105,294","84,283","68,272","70,262","100,241","101,214","103,200","105,187","112,241","114,209","114,191","113,175","125,247","118,227","102,239","92,251","137,257","127,245","114,254","106,264"
gesture,hand_images\hand_868.png,"114,322","88,315","66,302","50,290","54,284","82,262","85,235","88,220","91,207","96,262","101,231","101,211","102,196","109,269","100,248","85,262","75,274","120,280","107,269","95,279","87,289"
gesture,hand_images\hand_869.png,"100,323","85,315","74,307","68,299","65,294","76,285","76,261","76,245","77,231","87,284","87,258","85,241","84,228","98,290","87,283","74,298","65,309","107,302","95,306","84,317","76,326"
gesture,hand_images\hand_870.png,"109,354","83,348","61,337","45,330","34,325","73,295","73,267","74,250","76,235","87,294","86,262","83,242","82,226","101,299","90,281","74,297","65,312","113,310","100,303","87,315","79,327"
